ID,rodata,mandante,visitante,vencedor,mandante_Placar,visitante_Placar
2653,33.0,Atletico-MG,Botafogo-RJ,Atletico-MG,2,1
2654,33.0,Fluminense,Vasco,Vasco,0,1
2655,33.0,Gremio,Figueirense,-,1,1
2656,33.0,Sao Paulo,Internacional,Sao Paulo,3,0
2646,32.0,Figueirense,Fluminense,Fluminense,0,1
2657,34.0,Portuguesa,Sao Paulo,Sao Paulo,2,3
2658,34.0,Vasco,Santos,Vasco,1,0
2659,34.0,Figueirense,Athletico-PR,Athletico-PR,0,2
2660,34.0,Palmeiras,Gremio,Gremio,0,1
2661,34.0,Cruzeiro,Fluminense,Cruzeiro,1,0
2662,34.0,Coritiba,Nautico,-,0,0
2663,34.0,Sport,Goias,Sport,2,1
2664,34.0,Botafogo-RJ,Flamengo,Flamengo,0,1
2665,34.0,Internacional,Ipatinga,Internacional,4,0
2666,34.0,Vitoria,Atletico-MG,Atletico-MG,0,1
2667,35.0,Atletico-MG,Vasco,Atletico-MG,4,1
2668,35.0,Fluminense,Portuguesa,Fluminense,3,1
2669,35.0,Ipatinga,Sport,Ipatinga,3,0
2670,35.0,Nautico,Cruzeiro,Nautico,5,2
2671,35.0,Flamengo,Palmeiras,Flamengo,5,2
2672,35.0,Sao Paulo,Figueirense,Sao Paulo,3,1
2673,35.0,Goias,Botafogo-RJ,Goias,3,1
2674,35.0,Gremio,Coritiba,Gremio,2,1
2675,35.0,Athletico-PR,Vitoria,Athletico-PR,2,1
2676,35.0,Santos,Internacional,Santos,1,0
2677,36.0,Figueirense,Nautico,Figueirense,4,3
2678,36.0,Botafogo-RJ,Athletico-PR,-,2,2
2679,36.0,Portuguesa,Goias,-,0,0
2680,36.0,Coritiba,Santos,Coritiba,5,1
2681,36.0,Vitoria,Gremio,Vitoria,4,2
2682,36.0,Cruzeiro,Flamengo,Cruzeiro,3,2
2683,36.0,Vasco,Sao Paulo,Sao Paulo,1,2
2684,36.0,Internacional,Fluminense,Fluminense,0,2
2685,36.0,Sport,Atletico-MG,Sport,3,0
2686,36.0,Palmeiras,Ipatinga,Palmeiras,2,0
2687,37.0,Coritiba,Vasco,Vasco,0,2
2688,37.0,Botafogo-RJ,Figueirense,Figueirense,1,3
2689,37.0,Portuguesa,Sport,-,2,2
2690,37.0,Nautico,Athletico-PR,Nautico,2,1
2691,37.0,Atletico-MG,Santos,-,0,0
2692,37.0,Internacional,Cruzeiro,Internacional,1,0
2693,37.0,Vitoria,Palmeiras,-,0,0
2694,37.0,Flamengo,Goias,-,3,3
2695,37.0,Ipatinga,Gremio,Gremio,1,4
2696,37.0,Sao Paulo,Fluminense,-,1,1
2697,38.0,Santos,Nautico,-,0,0
2698,38.0,Vasco,Vitoria,Vitoria,0,2
2699,38.0,Figueirense,Internacional,Figueirense,3,1
2700,38.0,Athletico-PR,Flamengo,Athletico-PR,5,3
2701,38.0,Sport,Coritiba,Sport,4,3
2702,38.0,Cruzeiro,Portuguesa,Cruzeiro,4,1
2703,38.0,Fluminense,Ipatinga,-,1,1
2704,38.0,Palmeiras,Botafogo-RJ,Botafogo-RJ,0,1
2705,38.0,Gremio,Atletico-MG,Gremio,2,0
2706,38.0,Goias,Sao Paulo,Sao Paulo,0,1
2707,1.0,Sport,Barueri,-,1,1
2708,1.0,Palmeiras,Coritiba,Palmeiras,2,1
2709,1.0,Avai,Atletico-MG,-,2,2
2710,1.0,Corinthians,Internacional,Internacional,0,1
2711,1.0,Fluminense,Sao Paulo,Fluminense,1,0
2712,1.0,Athletico-PR,Vitoria,Vitoria,0,2
2713,1.0,Cruzeiro,Flamengo,Cruzeiro,2,0
2714,1.0,Gremio,Santos,-,1,1
2715,1.0,Santo Andre,Botafogo-RJ,-,1,1
2716,1.0,Goias,Nautico,-,3,3
2717,2.0,Coritiba,Santo Andre,Santo Andre,2,4
2718,2.0,Atletico-MG,Gremio,Atletico-MG,2,1
2719,2.0,Flamengo,Avai,-,0,0
2720,2.0,Santos,Goias,-,3,3
2721,2.0,Sao Paulo,Athletico-PR,-,2,2
2722,2.0,Barueri,Fluminense,-,0,0
2723,2.0,Internacional,Palmeiras,Internacional,2,0
2724,2.0,Botafogo-RJ,Corinthians,-,0,0
2725,2.0,Vitoria,Sport,Vitoria,1,0
2726,2.0,Nautico,Cruzeiro,Nautico,2,0
2727,3.0,Corinthians,Barueri,Corinthians,2,1
2728,3.0,Cruzeiro,Vitoria,Cruzeiro,2,0
2729,3.0,Goias,Internacional,Internacional,0,1
2730,3.0,Palmeiras,Sao Paulo,-,0,0
2731,3.0,Fluminense,Santos,Santos,1,4
2732,3.0,Athletico-PR,Nautico,Nautico,2,3
2733,3.0,Gremio,Botafogo-RJ,Gremio,2,0
2734,3.0,Sport,Atletico-MG,Atletico-MG,2,3
2735,3.0,Avai,Coritiba,-,2,2
2736,3.0,Santo Andre,Flamengo,Flamengo,1,2
2737,4.0,Botafogo-RJ,Sport,-,2,2
2738,4.0,Coritiba,Goias,Goias,1,3
2739,4.0,Atletico-MG,Santo Andre,-,0,0
2740,4.0,Sao Paulo,Cruzeiro,Sao Paulo,3,0
2741,4.0,Santos,Corinthians,Santos,3,1
2742,4.0,Flamengo,Athletico-PR,Flamengo,2,1
2743,4.0,Nautico,Fluminense,-,1,1
2744,4.0,Vitoria,Gremio,Vitoria,1,0
2745,4.0,Barueri,Palmeiras,-,2,2
2746,4.0,Internacional,Avai,Internacional,2,1
2760,6.0,Goias,Corinthians,-,0,0
2761,6.0,Fluminense,Gremio,-,0,0
2762,6.0,Coritiba,Flamengo,Coritiba,5,0
2763,6.0,Atletico-MG,Nautico,Atletico-MG,3,0
2764,6.0,Barueri,Avai,Barueri,3,1
2765,6.0,Palmeiras,Cruzeiro,Palmeiras,3,1
2766,6.0,Internacional,Vitoria,-,0,0
2747,5.0,Gremio,Nautico,Gremio,3,0
2748,5.0,Santo Andre,Santos,-,3,3
2749,5.0,Corinthians,Coritiba,Corinthians,2,0
2750,5.0,Palmeiras,Vitoria,Palmeiras,2,1
2751,5.0,Athletico-PR,Atletico-MG,Atletico-MG,0,4
2752,5.0,Sport,Flamengo,Sport,4,2
2753,5.0,Avai,Sao Paulo,-,0,0
2754,5.0,Cruzeiro,Internacional,-,1,1
2755,5.0,Goias,Barueri,-,2,2
2756,5.0,Fluminense,Botafogo-RJ,Fluminense,1,0
2757,6.0,Sao Paulo,Santo Andre,-,1,1
2758,6.0,Sport,Athletico-PR,Athletico-PR,0,1
2759,6.0,Botafogo-RJ,Santos,Botafogo-RJ,2,0
2767,7.0,Athletico-PR,Palmeiras,-,2,2
2768,7.0,Vitoria,Botafogo-RJ,Vitoria,4,3
2769,7.0,Santo Andre,Sport,Santo Andre,2,1
2770,7.0,Gremio,Goias,-,2,2
2771,7.0,Avai,Fluminense,Avai,3,2
2772,7.0,Nautico,Coritiba,Coritiba,0,1
2773,7.0,Corinthians,Sao Paulo,Corinthians,3,1
2774,7.0,Santos,Atletico-MG,Atletico-MG,2,3
2775,7.0,Cruzeiro,Barueri,Barueri,2,4
2776,7.0,Flamengo,Internacional,Flamengo,4,0
2777,8.0,Athletico-PR,Corinthians,Athletico-PR,1,0
2778,8.0,Barueri,Atletico-MG,Barueri,4,2
2779,8.0,Sao Paulo,Nautico,Sao Paulo,2,0
2780,8.0,Cruzeiro,Avai,Cruzeiro,1,0
2781,8.0,Botafogo-RJ,Goias,Goias,1,4
2782,8.0,Palmeiras,Santos,-,1,1
2783,8.0,Internacional,Coritiba,Internacional,3,0
2784,8.0,Vitoria,Santo Andre,Vitoria,4,1
2785,8.0,Sport,Gremio,Sport,3,1
2786,8.0,Fluminense,Flamengo,-,0,0
2787,9.0,Santos,Sport,Santos,1,0
2788,9.0,Santo Andre,Barueri,-,1,1
2789,9.0,Flamengo,Vitoria,Flamengo,2,1
2790,9.0,Coritiba,Sao Paulo,Coritiba,2,0
2791,9.0,Goias,Cruzeiro,Goias,1,0
2792,9.0,Atletico-MG,Botafogo-RJ,-,1,1
2793,9.0,Gremio,Athletico-PR,Gremio,4,1
2794,9.0,Avai,Palmeiras,Palmeiras,0,3
2795,9.0,Nautico,Internacional,Internacional,0,2
2796,9.0,Corinthians,Fluminense,Corinthians,4,2
2798,10.0,Barueri,Coritiba,Barueri,3,1
2797,10.0,Avai,Botafogo-RJ,Botafogo-RJ,1,2
2799,10.0,Palmeiras,Nautico,Palmeiras,4,1
2800,10.0,Cruzeiro,Atletico-MG,Atletico-MG,0,3
2801,10.0,Athletico-PR,Internacional,Athletico-PR,3,2
2802,10.0,Gremio,Corinthians,Gremio,3,0
2803,10.0,Sao Paulo,Flamengo,-,2,2
2804,10.0,Vitoria,Santos,Vitoria,6,2
2805,10.0,Sport,Goias,Sport,1,0
2806,10.0,Fluminense,Santo Andre,Santo Andre,0,1
2807,11.0,Goias,Avai,Avai,0,2
2808,11.0,Coritiba,Gremio,Coritiba,2,1
2809,11.0,Santos,Barueri,-,3,3
2810,11.0,Santo Andre,Athletico-PR,Santo Andre,1,0
2811,11.0,Flamengo,Palmeiras,Palmeiras,1,2
2812,11.0,Internacional,Fluminense,Internacional,4,2
2813,11.0,Atletico-MG,Sao Paulo,Atletico-MG,2,0
2814,11.0,Corinthians,Sport,Corinthians,4,3
2815,11.0,Nautico,Vitoria,-,1,1
2817,12.0,Fluminense,Goias,Goias,1,4
2818,12.0,Palmeiras,Santo Andre,Palmeiras,1,0
2819,12.0,Gremio,Internacional,Gremio,2,1
2820,12.0,Sao Paulo,Santos,Sao Paulo,2,1
2821,12.0,Athletico-PR,Coritiba,-,0,0
2823,12.0,Cruzeiro,Corinthians,Corinthians,1,2
2822,12.0,Vitoria,Atletico-MG,-,0,0
2824,12.0,Barueri,Nautico,Barueri,4,0
2825,12.0,Sport,Avai,Avai,1,3
2826,12.0,Botafogo-RJ,Flamengo,-,2,2
2827,13.0,Flamengo,Barueri,-,1,1
2828,13.0,Santo Andre,Cruzeiro,Cruzeiro,0,2
2829,13.0,Avai,Gremio,Avai,1,0
2830,13.0,Santos,Athletico-PR,Santos,1,0
2831,13.0,Goias,Palmeiras,Goias,2,1
2832,13.0,Internacional,Sao Paulo,-,2,2
2833,13.0,Nautico,Botafogo-RJ,-,2,2
2834,13.0,Atletico-MG,Fluminense,Atletico-MG,2,1
2835,13.0,Coritiba,Sport,-,1,1
2836,13.0,Corinthians,Vitoria,Corinthians,2,1
2837,14.0,Gremio,Santo Andre,Gremio,3,2
2838,14.0,Athletico-PR,Avai,Avai,1,3
2839,14.0,Botafogo-RJ,Internacional,Botafogo-RJ,3,2
2840,14.0,Santos,Flamengo,Flamengo,1,2
2841,14.0,Corinthians,Palmeiras,Palmeiras,0,3
2842,14.0,Atletico-MG,Goias,Goias,0,1
2843,14.0,Sport,Nautico,-,3,3
2844,14.0,Fluminense,Cruzeiro,-,1,1
2845,14.0,Vitoria,Coritiba,Vitoria,1,0
2846,14.0,Barueri,Sao Paulo,Sao Paulo,1,2
2847,15.0,Nautico,Santos,Santos,1,2
2848,15.0,Coritiba,Botafogo-RJ,-,2,2
2849,15.0,Goias,Athletico-PR,Goias,3,0
2850,15.0,Internacional,Barueri,Internacional,3,2
2851,15.0,Cruzeiro,Sport,Cruzeiro,1,0
2852,15.0,Santo Andre,Corinthians,-,1,1
2853,15.0,Palmeiras,Fluminense,Palmeiras,1,0
2854,15.0,Avai,Vitoria,Avai,4,0
2855,15.0,Flamengo,Atletico-MG,Flamengo,3,1
2856,15.0,Sao Paulo,Gremio,Sao Paulo,2,1
2857,16.0,Sport,Palmeiras,Palmeiras,0,1
2858,16.0,Botafogo-RJ,Barueri,Botafogo-RJ,2,1
2859,16.0,Flamengo,Nautico,-,1,1
2860,16.0,Corinthians,Avai,-,0,0
2861,16.0,Vitoria,Sao Paulo,Sao Paulo,0,1
2862,16.0,Athletico-PR,Fluminense,Athletico-PR,1,0
2865,16.0,Atletico-MG,Coritiba,Atletico-MG,3,2
2863,16.0,Santo Andre,Goias,Goias,1,2
2864,16.0,Gremio,Cruzeiro,Gremio,4,1
2867,17.0,Cruzeiro,Athletico-PR,Athletico-PR,0,2
2868,17.0,Avai,Santo Andre,Avai,1,0
2869,17.0,Sao Paulo,Botafogo-RJ,Sao Paulo,3,1
2870,17.0,Nautico,Corinthians,Nautico,1,0
2871,17.0,Coritiba,Santos,Santos,0,1
2872,17.0,Goias,Flamengo,Goias,3,2
2873,17.0,Palmeiras,Gremio,-,1,1
2874,17.0,Fluminense,Sport,Fluminense,5,1
2875,17.0,Barueri,Vitoria,Barueri,4,0
2877,18.0,Santos,Avai,-,2,2
2878,18.0,Nautico,Santo Andre,Nautico,2,1
2879,18.0,Botafogo-RJ,Athletico-PR,Athletico-PR,0,1
2880,18.0,Flamengo,Corinthians,Flamengo,1,0
2881,18.0,Vitoria,Fluminense,-,2,2
2882,18.0,Coritiba,Cruzeiro,Cruzeiro,1,3
2883,18.0,Sao Paulo,Goias,Sao Paulo,3,1
2884,18.0,Barueri,Gremio,Barueri,1,0
2885,18.0,Internacional,Sport,Internacional,3,0
2886,18.0,Atletico-MG,Palmeiras,-,1,1
2887,19.0,Avai,Nautico,Avai,2,1
2888,19.0,Santo Andre,Internacional,Internacional,0,2
2889,19.0,Palmeiras,Botafogo-RJ,-,1,1
2890,19.0,Fluminense,Coritiba,Coritiba,1,3
2891,19.0,Gremio,Flamengo,Gremio,4,1
2892,19.0,Corinthians,Atletico-MG,Corinthians,2,0
2893,19.0,Sport,Sao Paulo,Sao Paulo,1,2
2894,19.0,Goias,Vitoria,Goias,3,2
2895,19.0,Athletico-PR,Barueri,Athletico-PR,3,0
2896,19.0,Cruzeiro,Santos,-,0,0
2897,20.0,Santos,Gremio,Santos,1,0
2898,20.0,Vitoria,Athletico-PR,Vitoria,2,1
2899,20.0,Botafogo-RJ,Santo Andre,Santo Andre,1,2
2900,20.0,Barueri,Sport,Barueri,2,1
2901,20.0,Sao Paulo,Fluminense,Sao Paulo,1,0
2902,20.0,Coritiba,Palmeiras,Coritiba,1,0
2903,20.0,Internacional,Corinthians,Corinthians,1,2
2904,20.0,Flamengo,Cruzeiro,Cruzeiro,1,2
2905,20.0,Nautico,Goias,Nautico,2,0
2906,20.0,Atletico-MG,Avai,-,2,2
2907,21.0,Palmeiras,Internacional,Palmeiras,2,1
2908,21.0,Santo Andre,Coritiba,Santo Andre,1,0
2909,21.0,Sport,Vitoria,Sport,2,0
2910,21.0,Corinthians,Botafogo-RJ,-,3,3
2911,21.0,Athletico-PR,Sao Paulo,Athletico-PR,1,0
2912,21.0,Gremio,Atletico-MG,Gremio,4,1
2913,21.0,Fluminense,Barueri,-,0,0
2914,21.0,Goias,Santos,Goias,2,1
2915,21.0,Cruzeiro,Nautico,Cruzeiro,4,2
2916,21.0,Avai,Flamengo,Avai,3,0
2866,16.0,Santos,Internacional,-,3,3
2917,22.0,Barueri,Corinthians,-,2,2
2816,11.0,Botafogo-RJ,Cruzeiro,-,1,1
2918,22.0,Coritiba,Avai,Coritiba,2,0
2919,22.0,Flamengo,Santo Andre,Flamengo,3,0
2920,22.0,Nautico,Athletico-PR,Nautico,3,0
2921,22.0,Sao Paulo,Palmeiras,-,0,0
2922,22.0,Santos,Fluminense,Santos,2,0
2923,22.0,Atletico-MG,Sport,-,1,1
2924,22.0,Vitoria,Cruzeiro,-,3,3
2925,22.0,Internacional,Goias,Internacional,4,0
2926,22.0,Botafogo-RJ,Gremio,-,3,3
2876,17.0,Internacional,Atletico-MG,Internacional,3,0
2927,23.0,Corinthians,Santos,Corinthians,2,1
2928,23.0,Palmeiras,Barueri,Palmeiras,2,1
2929,23.0,Gremio,Vitoria,-,1,1
2930,23.0,Sport,Botafogo-RJ,Sport,2,1
2931,23.0,Athletico-PR,Flamengo,-,0,0
2932,23.0,Cruzeiro,Sao Paulo,Sao Paulo,1,2
2933,23.0,Goias,Coritiba,-,2,2
2934,23.0,Avai,Internacional,Internacional,0,2
2935,23.0,Fluminense,Nautico,-,1,1
2936,23.0,Santo Andre,Atletico-MG,Atletico-MG,1,2
2937,24.0,Sao Paulo,Avai,Sao Paulo,2,0
2938,24.0,Flamengo,Sport,Flamengo,3,0
2939,24.0,Santos,Santo Andre,Santos,1,0
2940,24.0,Atletico-MG,Athletico-PR,Atletico-MG,2,1
2941,24.0,Vitoria,Palmeiras,Vitoria,3,2
2942,24.0,Internacional,Cruzeiro,Cruzeiro,2,3
2943,24.0,Botafogo-RJ,Fluminense,-,0,0
2944,24.0,Nautico,Gremio,Gremio,0,2
2945,24.0,Barueri,Goias,Barueri,3,1
2946,24.0,Coritiba,Corinthians,-,1,1
2947,25.0,Athletico-PR,Sport,Athletico-PR,1,0
2948,25.0,Vitoria,Internacional,Vitoria,2,0
2949,25.0,Nautico,Atletico-MG,-,0,0
2950,25.0,Gremio,Fluminense,Gremio,5,1
2951,25.0,Santo Andre,Sao Paulo,-,1,1
2952,25.0,Avai,Barueri,Avai,4,0
2953,25.0,Flamengo,Coritiba,Flamengo,3,0
2954,25.0,Santos,Botafogo-RJ,-,0,0
2955,25.0,Corinthians,Goias,Goias,1,4
2956,25.0,Cruzeiro,Palmeiras,Palmeiras,1,2
2957,26.0,Palmeiras,Athletico-PR,Palmeiras,2,1
2958,26.0,Barueri,Cruzeiro,Cruzeiro,0,1
2959,26.0,Internacional,Flamengo,-,0,0
2960,26.0,Sao Paulo,Corinthians,-,1,1
2961,26.0,Coritiba,Nautico,Coritiba,2,0
2962,26.0,Goias,Gremio,Goias,2,1
2963,26.0,Fluminense,Avai,Fluminense,3,2
2964,26.0,Atletico-MG,Santos,Atletico-MG,3,1
2965,26.0,Botafogo-RJ,Vitoria,Vitoria,1,3
2966,26.0,Sport,Santo Andre,Sport,2,1
2967,27.0,Nautico,Sao Paulo,Sao Paulo,1,2
2968,27.0,Santo Andre,Vitoria,Santo Andre,1,0
2969,27.0,Corinthians,Athletico-PR,Athletico-PR,1,3
2970,27.0,Atletico-MG,Barueri,Atletico-MG,2,1
2971,27.0,Santos,Palmeiras,Palmeiras,1,3
2972,27.0,Gremio,Sport,-,3,3
2973,27.0,Goias,Botafogo-RJ,Botafogo-RJ,1,3
2974,27.0,Flamengo,Fluminense,Flamengo,2,0
2975,27.0,Avai,Cruzeiro,-,2,2
2976,27.0,Coritiba,Internacional,Coritiba,2,0
2977,28.0,Sport,Santos,Santos,0,1
2978,28.0,Barueri,Santo Andre,-,0,0
2979,28.0,Athletico-PR,Gremio,-,0,0
2980,28.0,Sao Paulo,Coritiba,-,2,2
2981,28.0,Vitoria,Flamengo,-,3,3
2982,28.0,Fluminense,Corinthians,-,1,1
2983,28.0,Internacional,Nautico,Internacional,3,1
2984,28.0,Cruzeiro,Goias,Cruzeiro,3,0
2985,28.0,Palmeiras,Avai,-,2,2
2986,28.0,Botafogo-RJ,Atletico-MG,Botafogo-RJ,3,1
2987,29.0,Corinthians,Gremio,Corinthians,2,1
2988,29.0,Flamengo,Sao Paulo,Flamengo,2,1
2989,29.0,Santo Andre,Fluminense,Fluminense,1,2
2990,29.0,Internacional,Athletico-PR,-,1,1
2991,29.0,Coritiba,Barueri,Barueri,1,2
2992,29.0,Santos,Vitoria,-,0,0
2993,29.0,Atletico-MG,Cruzeiro,Cruzeiro,0,1
2994,29.0,Goias,Sport,-,1,1
2995,29.0,Nautico,Palmeiras,Nautico,3,0
2996,29.0,Botafogo-RJ,Avai,-,2,2
2997,30.0,Barueri,Santos,-,0,0
2998,30.0,Sao Paulo,Atletico-MG,Atletico-MG,0,1
2999,30.0,Avai,Goias,Avai,2,1
3000,30.0,Sport,Corinthians,Sport,2,0
3001,30.0,Gremio,Coritiba,Gremio,2,0
3002,30.0,Fluminense,Internacional,-,2,2
3003,30.0,Palmeiras,Flamengo,Flamengo,0,2
3004,30.0,Athletico-PR,Santo Andre,Athletico-PR,3,0
3005,30.0,Cruzeiro,Botafogo-RJ,Cruzeiro,1,0
3006,30.0,Vitoria,Nautico,Vitoria,3,1
3007,31.0,Santo Andre,Palmeiras,Santo Andre,2,0
3008,31.0,Atletico-MG,Vitoria,Atletico-MG,1,0
3009,31.0,Nautico,Barueri,Nautico,2,1
3010,31.0,Santos,Sao Paulo,Sao Paulo,3,4
3011,31.0,Internacional,Gremio,Internacional,1,0
3012,31.0,Coritiba,Athletico-PR,Coritiba,3,2
3013,31.0,Goias,Fluminense,-,2,2
3014,31.0,Corinthians,Cruzeiro,Cruzeiro,0,1
3015,31.0,Avai,Sport,-,2,2
3016,31.0,Botafogo-RJ,Flamengo,Flamengo,0,1
3017,32.0,Athletico-PR,Santos,-,1,1
3018,32.0,Botafogo-RJ,Nautico,Botafogo-RJ,1,0
3019,32.0,Cruzeiro,Santo Andre,Cruzeiro,3,2
3020,32.0,Gremio,Avai,Gremio,3,1
3021,32.0,Vitoria,Corinthians,Corinthians,0,1
3022,32.0,Barueri,Flamengo,Barueri,2,0
3023,32.0,Sao Paulo,Internacional,Sao Paulo,1,0
3024,32.0,Sport,Coritiba,-,1,1
3025,32.0,Fluminense,Atletico-MG,Fluminense,2,1
3026,32.0,Palmeiras,Goias,Palmeiras,4,0
3027,33.0,Flamengo,Santos,Flamengo,1,0
3028,33.0,Avai,Athletico-PR,Avai,2,0
3029,33.0,Sao Paulo,Barueri,Sao Paulo,1,0
3030,33.0,Palmeiras,Corinthians,-,2,2
3031,33.0,Internacional,Botafogo-RJ,Botafogo-RJ,0,1
3032,33.0,Coritiba,Vitoria,Coritiba,1,0
3033,33.0,Goias,Atletico-MG,Atletico-MG,2,3
3034,33.0,Cruzeiro,Fluminense,Fluminense,2,3
3035,33.0,Santo Andre,Gremio,Santo Andre,2,0
3036,33.0,Nautico,Sport,Nautico,3,2
3037,34.0,Gremio,Sao Paulo,-,1,1
3038,34.0,Vitoria,Avai,Avai,0,1
3039,34.0,Sport,Cruzeiro,Cruzeiro,2,3
3040,34.0,Santos,Nautico,Santos,3,1
3041,34.0,Fluminense,Palmeiras,Fluminense,1,0
3042,34.0,Atletico-MG,Flamengo,Flamengo,1,3
3043,34.0,Corinthians,Santo Andre,Corinthians,2,0
3044,34.0,Barueri,Internacional,-,1,1
3045,34.0,Botafogo-RJ,Coritiba,Botafogo-RJ,2,0
3046,34.0,Athletico-PR,Goias,Athletico-PR,2,0
3047,35.0,Palmeiras,Sport,-,2,2
3048,35.0,Cruzeiro,Gremio,-,1,1
3049,35.0,Sao Paulo,Vitoria,Sao Paulo,2,0
3050,35.0,Coritiba,Atletico-MG,Coritiba,2,1
3051,35.0,Nautico,Flamengo,Flamengo,0,2
3052,35.0,Avai,Corinthians,Avai,3,1
3053,35.0,Barueri,Botafogo-RJ,Barueri,3,0
3054,35.0,Fluminense,Athletico-PR,Fluminense,2,1
3055,35.0,Goias,Santo Andre,Goias,3,1
3056,35.0,Internacional,Santos,Internacional,3,1
3057,36.0,Gremio,Palmeiras,Gremio,2,0
3058,36.0,Corinthians,Nautico,Nautico,2,3
3059,36.0,Athletico-PR,Cruzeiro,-,1,1
3060,36.0,Botafogo-RJ,Sao Paulo,Botafogo-RJ,3,2
3061,36.0,Sport,Fluminense,Fluminense,0,3
3062,36.0,Santo Andre,Avai,Santo Andre,4,2
3063,36.0,Santos,Coritiba,Santos,4,0
3064,36.0,Vitoria,Barueri,Vitoria,2,1
3065,36.0,Atletico-MG,Internacional,Internacional,0,1
3066,36.0,Flamengo,Goias,-,0,0
3067,37.0,Goias,Sao Paulo,Goias,4,2
3068,37.0,Corinthians,Flamengo,Flamengo,0,2
3069,37.0,Palmeiras,Atletico-MG,Palmeiras,3,1
3070,37.0,Sport,Internacional,Internacional,1,2
3071,37.0,Gremio,Barueri,Gremio,4,2
3072,37.0,Avai,Santos,-,2,2
3073,37.0,Cruzeiro,Coritiba,Cruzeiro,4,1
3074,37.0,Santo Andre,Nautico,Santo Andre,5,3
3075,37.0,Athletico-PR,Botafogo-RJ,Athletico-PR,2,0
3076,37.0,Fluminense,Vitoria,Fluminense,4,0
3077,38.0,Atletico-MG,Corinthians,Corinthians,0,3
3078,38.0,Nautico,Avai,Avai,0,1
3079,38.0,Flamengo,Gremio,Flamengo,2,1
3080,38.0,Botafogo-RJ,Palmeiras,Botafogo-RJ,2,1
3081,38.0,Sao Paulo,Sport,Sao Paulo,4,0
3082,38.0,Internacional,Santo Andre,Internacional,4,1
3083,38.0,Santos,Cruzeiro,Cruzeiro,1,2
3084,38.0,Barueri,Athletico-PR,-,0,0
3085,38.0,Vitoria,Goias,-,2,2
3086,38.0,Coritiba,Fluminense,-,1,1
3087,1.0,Botafogo-RJ,Santos,-,3,3
3088,1.0,Atletico-GO,Gremio,-,0,0
3089,1.0,Palmeiras,Vitoria,Palmeiras,1,0
3090,1.0,Flamengo,Sao Paulo,-,1,1
3091,1.0,Atletico-MG,Vasco,Atletico-MG,2,1
3092,1.0,Internacional,Cruzeiro,Cruzeiro,1,2
3093,1.0,Corinthians,Athletico-PR,Corinthians,2,1
3094,1.0,Ceara,Fluminense,Ceara,1,0
3095,1.0,Guarani,Goias,Guarani,1,0
3096,1.0,Avai,Gremio Prudente,Avai,6,1
3097,2.0,Fluminense,Atletico-GO,Fluminense,1,0
3098,2.0,Gremio Prudente,Atletico-MG,Gremio Prudente,4,0
3099,2.0,Vitoria,Flamengo,-,1,1
3100,2.0,Santos,Ceara,-,1,1
3101,2.0,Sao Paulo,Botafogo-RJ,Botafogo-RJ,1,2
3103,2.0,Goias,Internacional,Internacional,2,3
3102,2.0,Gremio,Corinthians,Corinthians,1,2
3104,2.0,Vasco,Palmeiras,-,0,0
3105,2.0,Cruzeiro,Avai,-,2,2
3106,2.0,Athletico-PR,Guarani,-,2,2
3107,3.0,Botafogo-RJ,Goias,Botafogo-RJ,3,0
3108,3.0,Atletico-GO,Santos,Santos,1,2
3109,3.0,Palmeiras,Gremio,Palmeiras,4,2
3110,3.0,Atletico-MG,Athletico-PR,Atletico-MG,3,1
3111,3.0,Internacional,Sao Paulo,Sao Paulo,0,2
3112,3.0,Corinthians,Fluminense,Corinthians,1,0
3113,3.0,Ceara,Vitoria,Ceara,1,0
3116,3.0,Flamengo,Gremio Prudente,Flamengo,3,1
3114,3.0,Guarani,Cruzeiro,-,2,2
3115,3.0,Avai,Vasco,Avai,2,0
3130,5.0,Guarani,Sao Paulo,-,0,0
3131,5.0,Atletico-MG,Fluminense,Fluminense,1,3
3132,5.0,Internacional,Athletico-PR,Internacional,4,1
3133,5.0,Corinthians,Santos,Corinthians,4,2
3134,5.0,Ceara,Cruzeiro,Ceara,1,0
3135,5.0,Botafogo-RJ,Vasco,-,1,1
3136,5.0,Atletico-GO,Goias,Goias,1,3
3117,4.0,Vitoria,Atletico-MG,Vitoria,4,3
3118,4.0,Fluminense,Flamengo,Fluminense,2,1
3119,4.0,Gremio,Avai,Gremio,3,0
3120,4.0,Sao Paulo,Palmeiras,Sao Paulo,1,0
3121,4.0,Gremio Prudente,Corinthians,-,2,2
3122,4.0,Santos,Guarani,Santos,3,1
3123,4.0,Cruzeiro,Botafogo-RJ,Cruzeiro,1,0
3124,4.0,Goias,Ceara,-,0,0
3125,4.0,Vasco,Internacional,Vasco,3,2
3126,4.0,Athletico-PR,Atletico-GO,Athletico-PR,2,1
3127,5.0,Avai,Vitoria,-,0,0
3128,5.0,Flamengo,Gremio,-,1,1
3129,5.0,Palmeiras,Gremio Prudente,-,0,0
3137,6.0,Athletico-PR,Botafogo-RJ,Athletico-PR,3,2
3138,6.0,Fluminense,Vitoria,Fluminense,2,1
3139,6.0,Gremio Prudente,Atletico-GO,Gremio Prudente,1,0
3140,6.0,Ceara,Avai,Ceara,2,0
3141,6.0,Cruzeiro,Santos,-,0,0
3142,6.0,Palmeiras,Flamengo,Flamengo,0,1
